DESIGNATION,Female,Male
IR19228-271-1,IR2055-462-3-2-3_IR520-1-26,IR4432-52-6-4
IR19228-83-1,IR2055-462-3-2-3_IR520-1-26,IR4432-52-6-4
IR2053-521-1-1-2,IR1416-131-5_IR22,C4-63
IR2055-219-1-3,BPI121-407,IR1416-131-5_IR22
IR2058-78-1-3-2-3,IR1416-131-5_IR1364-37-3-1,IR1366-120-3-1_IR1539-111
IR2061-213-2,IR833-6-2-1-1,IR1561-149-1_IR1737
IR2061-214-3-14-8-2,IR833-6-2-1-1,IR1561-149-1_IR1737
IR2071-559-2-4-6,IR1561-228-1-2_IR1737,CR94-13
IR2071-88-8,IR1561-228-1-2_IR1737,CR94-13
IR21841-81-3-3,IR4570-124-3-2_IR2061-465-1-5-5,IR4570-124-3-2-2-2
IR25849-28-4-2,BASMATI370_IR4570-124-3-2-2-2,IR4432-52-6-4
IR25861-64-3-2,BPI121-407_IR7963-30-2,IR9129-209-2-2
IR25890-82-5-3,RP825-71-4-11_CR113-32,IR9129-209-2-2
IR29723-143-3-2-1,IR19661-131-1-2,IR4570-124-3-2-2-2
IR30,IR24_TKM6(ACC237),IR20*4_ONIVARA
IR31851-63-1-2-3-2,IR17491-5-4-3-3_IR2415-90-4-3-2,IR9129-209-2-2-2-1
IR3264-13,BHOGJIRA,ONIVARA_2*IR773A-136-2-1__IR8_IR238-28-3-2
IR32809-10-3-3-1,IR4215-301-2-2-6_BG90-2,IR19661-131-1-2
IR33238-25-2-3-2,BR51-282-8_IR30864,IR9764-45-2-2
IR37721-9-2-1-3,CR149-3244-198_IR17494-32-2-2-1-3-3,IR21841-81-3-3
IR42015-83-3-2-2,IR15429-268-1-2-1_IR4547-16-1-7,IR25588-32-2
IR4547-4-1-2,IR8*2_IR1864_5_DAWLEUANG133-3-88__IR22_ONIVARA_4_IR262-43-8-11_KHAODAWKMALI4-2-105__MUDGO_IR8,IR8*4_ONIVARA
IR46008-411-2-1,IR19226-355-1-1-30_IR25873-1-3-2-3,IR25873-22-5-3
IR46010-172-6-4-2-1,IR19226-355-1-1-30_IR27205-87-2,IR25873-22-5-3
IR5533-13-1-1,PETA_DEEGEOWOOGEN,IR8_CARREON__IR8_TETEP
IR5533-PP854-1,PETA_DEEGEOWOOGEN,IR8_CARREON__IR8_TETEP
IR56,IR4432-53-33_PTB33,IR36
IR58109-113-3-3-2,IR39292-142-3-2-3,IR74
IR70,IR19660-73-4_IR54,IR9828-36-3
IR825-11-2-3-3,IR8_PANKHARI203(ACC5999),PETA*6_TAICHUNGNATIVE1
IR9660-50-3-1-1,IR8,IR8*4_IR3260
MAS,OBS677_IR50,IR29
MUDGO,0,0
RU505-64-3-1-2-1,RADINGOI_2*RIA,TETEP
TOX1010-24-2-1-1B,IRAT13_DOURADO689,TOX494-5
HR21,NORIN29,2*PALGEUM_TAICHUNGNATIVE1
IR1323-116-3-1,JINHEUNG(SUWON158)_IR262-43-8-11,SUWON118
IR1539-823-1,IR24,MUDGO_IR8
IR15429-268-1-2-1,BG280-1_IR36,IR747-B2-6-3
IR2035-290-2,IR1416-128-5_IR1364-37-3-1,IR1824-1
IR2055-462-3-2-3,BPI121-407,BPI121-407__IR1416-131-5_IR22
IR3260,IR8_B505A1-28-7-1-2,IR8_KATAKTARA
IR3403-267,IR1721-11-8-3-2-3_IR1529,IR833-6-2-1_IR1539-823-1-4
IR4547-16-1-7,IR8*2_IR1864_5_DAWLEUANG133-3-88__IR22_ONIVARA_4_IR262-43-8-11_KHAODAWKMALI4-2-105__MUDGO_IR8,IR8*4_ONIVARA
IR9828-36-3,IR2071-559-2-4-6_IR1820-52-2-4-1,IR36
REXARKROGUE,B581A6,IR5_SYNTHA
TONGIL,IR8,YUHKARA_TAICHUNGNATIVE1
IR1614-138-3-1,IR22,MUDGO_IR8
IR1824-1,IR24__MUDGO_IR8,IR24*3_W1543
BG367-7__IR841-67-1-1-1,BG367-7,IR841-67-1-1-1
DIWANI_IR55435-5__IRAT104_SPEAKER,DIWANI_IR55435-5,IRAT104_SPEAKER
DIWANI_IR55435-5,DIWANI,IR55435-5
IRAT104_SPEAKER,IRAT104,SPEAKER
IR60080-46A_CT6510-24-1-2__IRAT212_PALAWAN,IR60080-46A_CT6510-24-1-2,IRAT212_PALAWAN
IR60080-46A_CT6510-24-1-2,IR60080-46A,CT6510-24-1-2
IRAT212_PALAWAN,IRAT212,PALAWAN
IR74371-70-1-1_WAB880-1-27-9-2-P1-HB__IRRI123_DULAR(ACC32561),IR74371-70-1-1_WAB880-1-27-9-2-P1-HB,IRRI123_DULAR(ACC32561)
IR74371-70-1-1_WAB880-1-27-9-2-P1-HB,IR74371-70-1-1,WAB880-1-27-9-2-P1-HB
IRRI123_DULAR(ACC32561),IRRI123,DULAR(ACC32561)
IR3179-25_KPATONG__IR26,IR3179-25_KPATONG,IR26
IR3179-25_KPATONG,IR3179-25,KPATONG
IR24*7_IR64__BLB14210-4-10_3*IR24,IR24*7_IR64,BLB14210-4-10_3*IR24
IR24*7_IR64,IR24,IR64
BLB14210-4-10_3*IR24,BLB14210-4-10,IR24
IRRI147_IR66946-3R-178-1-1__IR68312-20-4-2-1-1,IRRI147_IR66946-3R-178-1-1,IR68312-20-4-2-1-1
IRRI147_IR66946-3R-178-1-1,IRRI147,IR66946-3R-178-1-1
IRRI126_AS996__IR68144-2B-2-2-3-1_IR61920-3B-22-2-1(NSICRC106),IRRI126_AS996,R68144-2B-2-2-3-1_IR61920-3B-22-2-1(NSICRC106)
IRRI126_AS996,IRRI126,AS996
R68144-2B-2-2-3-1_IR61920-3B-22-2-1(NSICRC106),R68144-2B-2-2-3-1,IR61920-3B-22-2-1(NSICRC106)
Q34_KHAODAWKMALI__KASTHURI,Q34_KHAODAWKMALI,KASTHURI
Q34_KHAODAWKMALI,Q34,KHAODAWKMALI
NR15016-24-1-3_IR28526-44-1-1__IR53479-B-45-3-2-3,NR15016-24-1-3_IR28526-44-1-1,IR53479-B-45-3-2-3
NR15016-24-1-3_IR28526-44-1-1,NR15016-24-1-3,IR28526-44-1-1
17-1LT_IR8__EK1252,17-1LT_IR8,EK1252
17-1LT_IR8,17-1LT,IR8
CAMPONI(70127_6)__COL1XM312A-74-2-8-8,CAMPONI(70127_6),COL1XM312A-74-2-8-8
PANKAJ_JAGANNATH__IR13423-10-2-3,PANKAJ_JAGANNATH,IR13423-10-2-3
PANKAJ_JAGANNATH,PANKAJ,JAGANNATH
IR21841-81-3-3-2_CEYSVONISML__IR21848-65-3-2,IR21841-81-3-3-2_CEYSVONISML,IR21848-65-3-2
IR21841-81-3-3-2_CEYSVONISML,IR21841-81-3-3-2,CEYSVONISML
IR24__MUDGO_IR8,IR24,MUDGO_IR8
MUDGO_IR8,MUDGO,IR8
RHEENATI___IR24_TKM6(ACC237)__IR20_ONIVARA_CR94-13_IR1529__IR1818-1-19-2,RATUHEENATI,IR24_TKM6(ACC237)__IR20*4_ONIVARA_4_CR94-13_IR1529__IR1818-1-19-2
IR24_TKM6(ACC237)__IR20_ONIVARA_CR94-13_IR1529__IR1818-1-19-2,IR24_TKM6(ACC237),IR20_ONIVARA_CR94-13_IR1529__IR1818-1-19-2
IR20_ONIVARA_CR94-13_IR1529__IR1818-1-19-2,IR20_ONIVARA_CR94-13_IR1529,IR1818-1-19-2
IR20_ONIVARA_CR94-13_IR1529,IR20_ONIVARA,CR94-13_IR1529
IR20_ONIVARA,IR20,ONIVARA
CR94-13_IR1529,CR94-13,IR1529
IR24_TKM6(ACC237),IR24,TKM6(ACC237)
IR1561*4_OBARTHII__3*IR24_IR24*7_IR64__BLB14210-4-10_3*IR24,IR1561*4_OBARTHII,IR24_IR24*7_IR64__BLB14210-4-10_3*IR24
IR1561*4_OBARTHII,IR1561,OBARTHII
IR24_IR24*7_IR64__BLB14210-4-10_3*IR24,IR24_IR24*7_IR64,BLB14210-4-10_3*IR24
IR24_IR24*7_IR64,IR24,IR64
IR8*2_IR1864_DAWLEUANG133-3-88__IR22_ONIVARA_IR262-43-8-11_KHAODAWKMALI4-2-105__MUDGO_IR8,IR8*2_IR1864_DAWLEUANG133-3-88,IR22_ONIVARA_IR262-43-8-11_KHAODAWKMALI4-2-105__MUDGO_IR8
IR8*2_IR1864_DAWLEUANG133-3-88,IR8*2_IR1864,DAWLEUANG133-3-88
IR8*2_IR1864,IR8,IR1864
IR22_ONIVARA_IR262-43-8-11_KHAODAWKMALI4-2-105__MUDGO_IR8,IR22_ONIVARA_IR262-43-8-11_KHAODAWKMALI4-2-105,MUDGO_IR8
IR22_ONIVARA_IR262-43-8-11_KHAODAWKMALI4-2-105,IR22_ONIVARA_IR262-43-8-11,KHAODAWKMALI4-2-105
IR22_ONIVARA_IR262-43-8-11,IR22_ONIVARA,IR262-43-8-11
IR22_ONIVARA,IR22,ONIVARA
MN62M_IR262,MN62M,IR262
C22_IR26,C22,IR26
CAIAPO_CNA8439,CAIAPO,CNA8439
CT11240-26-1-M-M_CT11619-11-1-M,CT11240-26-1-M-M,CT11619-11-1-M
NGOVIE_TAIPEI309,NGOVIE,TAIPEI309
JHONA349_TAICHUNGNATIVE1,JHONA349,TAICHUNGNATIVE1
IRRI154_IR87707-446-B-B-B,IRRI154,IR87707-446-B-B-B
IR74371-70-1-1_UPLRI7,IR74371-70-1-1,UPLRI7
IRRI123_IR87707-446-B-B-B,IRRI123,IR87707-446-B-B-B
SWARNA_UPLRI7,SWARNA,UPLRI7
ARC6650_IR42,ARC6650,IR42
IR5857-4-1E-1_KLG6986-133-4-P,IR5857-4-1E-1,KLG6986-133-4-P
IR4227-28-3-2_KHAODAWKMALI105,IR4227-28-3-2,KHAODAWKMALI105
IR4570-124-3-2_IR4432-52-6-4,IR4570-124-3-2,IR4432-52-6-4
IR2843-79-2_IR54,IR2843-79-2,IR54
FR13A_OM1630-108-2,FR13A,OM1630-108-2
OBS678_IR9129-393-2,OBS678,IR9129-393-2
IR19660-73-4_IR1416-131-5,IR19660-73-4,IR1416-131-5
RATNAGIRI9-5-3-2_BKN6986-108-2,RATNAGIRI9-5-3-2,BKN6986-108-2
TAICHUNGNATIVE1_PTB21,TAICHUNGNATIVE1,PTB21
IR13168-143-1_IR13240-10-1,IR13168-143-1,IR13240-10-1
KHAODAWKMALI105_IR9224-117-2-3-3,KHAODAWKMALI105,IR9224-117-2-3-3
IR19774-8-1-3-3_IR1905-PP11-29-4-61,IR19774-8-1-3-3,IR1905-PP11-29-4-61
KDM65-G1U-45_IR19799-17-3-1-1,KDM65-G1U-45,IR19799-17-3-1-1
KHAODAWKMALI105_IR19743-46-2-3-3-2,KHAODAWKMALI105,IR19743-46-2-3-3-2
PATNAI23_BKNFR76106-13-2,PATNAI23,BKNFR76106-13-2
BADAL613_IR11288-B-B-118-1,BADAL613,IR11288-B-B-118-1
KHAODAWKMALI105_IR21841-81-3-3-2,KHAODAWKMALI105,IR21841-81-3-3-2
IR1702-74-3_IR2061-464-2,IR1702-74-3,IR2061-464-2
B2791B-MR-257-3-2_IR19660-73-4-2-2,B2791B-MR-257-3-2,IR19660-73-4-2-2
PELITAI-1_POKKALI(ACC8948),PELITAI-1,POKKALI(ACC8948)
KHAODAWKMALI105_IR21848-65-3-2,KHAODAWKMALI105,IR21848-65-3-2
ZHENSHAN97A_5*IR10179-2-3-1,ZHENSHAN97A,IR10179-2-3-1
IR4563-52-1-3-6_5218,IR4563-52-1-3-6,5218
KHAODAWKMALI105_RD4,KHAODAWKMALI105,RD4
BRC12-4-2-2_IR20925-33-3-1-1-28,BRC12-4-2-2,IR20925-33-3-1-1-28
KHAODAWKMALI105_IR41183-9-1,KHAODAWKMALI105,IR41183-9-1
NAMSAGUI19_IR2071-88,NAMSAGUI19,IR2071-88
HAWMDAW_RD4'76-G2-CO-2-1-3-12-14,HAWMDAW,RD4'76-G2-CO-2-1-3-12-14
KHAODAWKMALI105_IR19083-22-2-2,KHAODAWKMALI105,IR19083-22-2-2
IR38699-49-3-1-2_IR26940-20-3-3-3-1,IR38699-49-3-1-2,IR26940-20-3-3-3-1
IR2006-P3-31-3_IR2146-68-1,IR2006-P3-31-3,IR2146-68-1
IR35293-125-3-2-3_IR24632-34-2,IR35293-125-3-2-3,IR24632-34-2
KHAODAWKMALI105_IR42207-65-2-3,KHAODAWKMALI105,IR42207-65-2-3
IR28_KWANGCHANGAI,IR28,KWANGCHANGAI
IR40720-72-1-2_IR74,IR40720-72-1-2,IR74
IR4432-53-33_PTB33,IR4432-53-33,PTB33
IR43506-UBN-520-2-1-1_RD4'76-G2-CO-2-1-3-12-14,IR43506-UBN-520-2-1-1,RD4'76-G2-CO-2-1-3-12-14
RD15_IR43485-22-2-2-2,RD15,IR43485-22-2-2-2
PUSA615-140-10-1_IR57301-117-3-3,PUSA615-140-10-1,IR57301-117-3-3
IET10364B_IR56382-17-3-2,IET10364B,IR56382-17-3-2
CT9993-5-10-1-M_PSBRC60(IR41431-68-1-2-3),CT9993-5-10-1-M,PSBRC60(IR41431-68-1-2-3)
IR60290-CPA1-2-1-1-3_IR57519-PMI5-3-2-2,IR60290-CPA1-2-1-1-3,IR57519-PMI5-3-2-2
IR62829BM1_IR62829BM0,IR62829BM1,IR62829BM0
IR65564-44-5-2_SENGKEU,IR65564-44-5-2,SENGKEU
IRKESAR_IR72,IRKESAR,IR72
IR52256-84-2-3_IR72,IR52256-84-2-3,IR72
IR43524-55-1-3-2_IR49733-SRN5-B-1-2,IR43524-55-1-3-2,IR49733-SRN5-B-1-2
IR43524-55-1-3-2_KHAODAWKMALI105,IR43524-55-1-3-2,KHAODAWKMALI105
IR60298-PMI18-1-3-1_IR65,IR60298-PMI18-1-3-1,IR65
IR62829A_IR62849-110-13-8-7-4-5-6,IR62829A,IR62849-110-13-8-7-4-5-6
IR1561_HABIGANJDW8,IR1561,HABIGANJDW8
IR69133-49-1-3_IR67962-84-2-2,IR69133-49-1-3,IR67962-84-2-2
IR71605-1-1-1-3-2_IR65564-44-2-3,IR71605-1-1-1-3-2,IR65564-44-2-3
NAMSAGUI19_IR1721-11-6-8-3-2,NAMSAGUI19,IR1721-11-6-8-3-2
IR04N114_IR73459-120-2-2-3,IR04N114,IR73459-120-2-2-3
IR32_MAHSURI,IR32,MAHSURI
IR68427-15-2-3-1_IR68068-99-1-3-3-3,IR68427-15-2-3-1,IR68068-99-1-3-3-3
IR68544-29-2-1-3-1-2_IR73887-1-8-2-1,IR68544-29-2-1-3-1-2,IR73887-1-8-2-1
IR68059-66-2-3-3-3_IR68544-29-2-1-3-1-2,IR68059-66-2-3-3-3,IR68544-29-2-1-3-1-2
IR72158-16-3-3_IR01A154,IR72158-16-3-3,IR01A154
IR02N444_IR73439-11-1-3-1,IR02N444,IR73439-11-1-3-1
IR01A135_IRRI123,IR01A135,IRRI123
IRRI119_IR02N404,IRRI119,IR02N404
IR04N114_IR01N144,IR04N114,IR01N144
IR01N200_IR01N148,IR01N200,IR01N148
DONGANBYEO_PSBRC82,DONGANBYEO,PSBRC82
IR74286-107-2-3_IR72969-143-5-3-6-2,IR74286-107-2-3,IR72969-143-5-3-6-2
IR03N117_IR68373-R-R-B-22-2-2,IR03N117,IR68373-R-R-B-22-2-2
IR55423-01(NSICRC9)_PR30138-35-2,IR55423-01(NSICRC9),PR30138-35-2
IRRI123_KHAOHLANON,IRRI123,KHAOHLANON
IR72967-12-2-3_IR01N142,IR72967-12-2-3,IR01N142
IR65620-192-3-3-3-2_IR02N463,IR65620-192-3-3-3-2,IR02N463
IRRI126_IR71701-28-1-4,IRRI126,IR71701-28-1-4
ANGELICA_PULANGHUMOT,ANGELICA,PULANGHUMOT
BKNLR75091-CNT-B3-RST-40-2-2_BKNBR1030-18-1,BKNLR75091-CNT-B3-RST-40-2-2,BKNBR1030-18-1
TJEREMAS_BPI76(ACC39),TJEREMAS,BPI76(ACC39)
CSR13_PANVEL2,CSR13,PANVEL2
CT7242-16-9-1-1-M-M_P5589-1-1-3P-4,CT7242-16-9-1-1-M-M,P5589-1-1-3P-4
ORYZICASABANA6_CT6261-5-7-2P-5-1P,ORYZICASABANA6,CT6261-5-7-2P-5-1P
CT7179-31-1-1-4-4P_ORYZICASABANA6,CT7179-31-1-1-4-4P,ORYZICASABANA6
TOX1010-49-1_IRAT121,TOX1010-49-1,IRAT121
TOX1010-49-1_IRAT120,TOX1010-49-1,IRAT120
P2231-F4-13-2-1B_IR21015-72-3-3-3-1,P2231-F4-13-2-1B,IR21015-72-3-3-3-1
IR2071-179-9-5_NONABOKRA,IR2071-179-9-5,NONABOKRA
BG90-2_IR34,BG90-2,IR34
IR30(BPHS)_BABAWEE,IR30,BABAWEE
IR2863-38-1_IR2588-132-1-2,IR2863-38-1,IR2588-132-1-2
P901-22-7-2-3-2-1B_P918-25-1-4-2-3-1B,P901-22-7-2-3-2-1B,P918-25-1-4-2-3-1B
BABAWEE(ACC8978)_IR7149-5-3,BABAWEE(ACC8978),IR7149-5-3
BHADOIA685_IR4227-24-3-1,BHADOIA685,IR4227-24-3-1
IR4570-124-3-2_IR2061-465-1-5-5,IR4570-124-3-2,IR2061-465-1-5-5
IR1529_IR4432-52-6-4,IR1529,IR4432-52-6-4
BANAUERICE_IR5867-45-2-2,BANAUERICE,IR5867-45-2-2
IR5657-33-2_IR4707-106-3-2,IR5657-33-2,IR4707-106-3-2
IR1529_CR94-13,IR1529,CR94-13
IR4215-301-2-2-6_IR4422,IR4215-301-2-2-6,IR4422
IR4215-301-2-2-6_IR4570-124-3-2-2-2,IR4215-301-2-2-6,IR4570-124-3-2-2-2
IR19660-152-3_IR9129-209-2-2,IR19660-152-3,IR9129-209-2-2
CR94-13_IR480-5-9-3,CR94-13,IR480-5-9-3
IR13429-62-2_IR2415-90-4-3-2,IR13429-62-2,IR2415-90-4-3-2
2196_IR4570-74-2-2-3-3,2196,IR4570-74-2-2-3-3
IR4442-46-3-3-3_IR1529,IR4442-46-3-3-3,IR1529
IR13423-10-2-3_IR4570-124-3-2-2-2,IR13423-10-2-3,IR4570-124-3-2-2-2
IR9761-19-1_IR9828-41-2-1,IR9761-19-1,IR9828-41-2-1
CR1002_IR19661-131-1-3-1-3,CR1002,IR19661-131-1-3-1-3
IR17491-5-4-3-3_NEWSABARMATI(BAS),IR17491-5-4-3-3,NEWSABARMATI(BAS)
IR27210-36-3_PUSA150-21-1,IR27210-36-3,PUSA150-21-1
IR52_MTU7029,IR52,SWARNA
KDM65-G1U-45_IR17525-114-2-1-1,KDM65-G1U-45,IR17525-114-2-1-1
NIAWSAMPATONG_IR19735-5-2-3-2,NIAWSAMPATONG,IR19735-5-2-3-2
KHAODAWKMALI105_IR25588-32-2,KHAODAWKMALI105,IR25588-32-2
IR21841-81-3-3-2_IR25861-31-1-3,IR21841-81-3-3-2,IR25861-31-1-3
IR1545_IR1818-1-19-2-5,IR1545,IR1818-1-19-2-5
IR1702-74-3-2_IR1721-11-6-8-3-2,IR1702-74-3-2,IR1721-11-6-8-3-2
IR19226-355-1-1-30_IR25873-1-3-2-3,IR19226-355-1-1-30,IR25873-1-3-2-3
KHAODAWKMALI105_IR00A101,KHAODAWKMALI105,IR00A101
IR17491-5-4-3-3_IR31406-333-1,IR17491-5-4-3-3,IR31406-333-1
IR13540-56-3-2-1_IR32307-12-2-1-2,IR13540-56-3-2-1,IR32307-12-2-1-2
IR31787-41-2-2-3-3_IR31868-64-2-3-3-3,IR31787-41-2-2-3-3,IR31868-64-2-3-3-3
IR24594-204-1-3-2-6-2_IR28222-9-2-2-2-2,IR24594-204-1-3-2-6-2,IR28222-9-2-2-2-2
IR68_IR28222-9-2-2-2-2,IR68,IR28222-9-2-2-2-2
IR31892-46-3-2_IR28222-9-2-2-2-2,IR31892-46-3-2,IR28222-9-2-2-2-2
IR31906-67-1-1-2-2_IR31802-48-2-2-2,IR31906-67-1-1-2-2,IR31802-48-2-2-2
IR32802-66-3-3-2_IR28222-9-2-2-2-2,IR32802-66-3-3-2,IR28222-9-2-2-2-2
IR35293-125-3-2-3_IR50404,IR35293-125-3-2-3,IR50404
HAWMDONG_IR13146-45-2-3,HAWMDONG,IR13146-45-2-3
IR24_OBARTHII,IR24,OBARTHII
IR39292-142-3-2-3_IR28222-23-1-3-3-2,IR39292-142-3-2-3,IR28222-23-1-3-3-2
RD6_IR43446-7-3-2-1,RD6,IR43446-7-3-2-1
BATATAIS_IR36,BATATAIS,IR36
PUSA615-140-10-1_IR53942-69-3-1-1-1,PUSA615-140-10-1,IR53942-69-3-1-1-1
IET10364B_IR50363-61-1-2-2,IET10364B,IR50363-61-1-2-2
CT9900-CA-30_IR52533-52-2-1-2-1-B-2-3,CT9900-CA-30,IR52533-52-2-1-2-1-B-2-3
IR58773-35-3-1-2_IR68059-137-2-1-3-3,IR58773-35-3-1-2,IR68059-137-2-1-3-3
NONABOKRA_IR2070-414-3-9-6,NONABOKRA,IR2070-414-3-9-6
IR69734-38-3-3_IR00A107,IR69734-38-3-3,IR00A107
IR71459-45-2-3_IR68058-64-1-2,IR71459-45-2-3,IR68058-64-1-2
REIHO_F8262,REIHO,F8262
CR1113_IRAT122,CR1113,IRAT122
IR64_IRBB5-21,IR64,IRBB5-21
IR4215-301-2-2-6_BG90-2,IR4215-301-2-2-6,BG90-2
R-57_R-24,R-57,R-24
RU1636-30-1-4_IR64,RU1636-30-1-4,IR64
IR1721-11-8-3-2-3_IR1529,IR1721-11-8-3-2-3,IR1529
CSR1_BASMATI370,CSR1,BASMATI370
TOX1780-2-1-1P-3_COL1XM312A-74-2-8-8,TOX1780-2-1-1P-3,COL1XM312A-74-2-8-8
TOX1010-24-2-1-1B_COL1XM312A-74-2-8-8,TOX1010-24-2-1-1B,COL1XM312A-74-2-8-8
IR1750-F5B-3_IR1746-88-1-2-1,IR1750-F5B-3,IR1746-88-1-2-1
IR1754-F5B-23_IR3179-25,IR1754-F5B-23,IR3179-25
IR2071-88-8_NONABOKRA,IR2071-88-8,NONABOKRA
IR2049-104-2_BASMATI370,IR2049-104-2,BASMATI370
IR2061-214-3-14-8-2_IR4432-103-6,IR2061-214-3-14-8-2,IR4432-103-6
IR4409-76-1-3_IR2863-38-1,IR4409-76-1-3,IR2863-38-1
BPI121-407_IR7963-30-2,BPI121-407,IR7963-30-2
C4-63_OM1630-108-2,C4-63,OM1630-108-2
CRM8-5709-8-3_IR4570-124-3-2-2-2,CRM8-5709-8-3,IR4570-124-3-2-2-2
IR2053-521-1-1-2_IR9129-209-2-2,IR2053-521-1-1-2,IR9129-209-2-2
IR4215-301-2-2-6_IR2415-90-4-3-2,IR4215-301-2-2-6,IR2415-90-4-3-2
IR9129-209-2-2_IR520-1-26,IR9129-209-2-2,IR520-1-26
B2025*C-MR-100-2-2_BG90-2,B2025*C-MR-100-2-2,BG90-2
IR1416-131-5_IR1364-37-3-1,IR1416-131-5,IR1364-37-3-1
KURKARUPPAN_CR1002,KURKARUPPAN,CR1002
KURKARUPPAN_IR30864,KURKARUPPAN,IR30864
IR520-1-26_IR19228-83-1,IR520-1-26,IR19228-83-1
IR10179-2-3-1_IR8608-253-5-3-2,IR10179-2-3-1,IR8608-253-5-3-2
TETEP_IR2415-90-4-3-2,TETEP,IR2415-90-4-3-2
2196_BR4,2196,BR4
BG379-5_IR9828-41-2-1,BG379-5,IR9828-41-2-1
IR00A101_IR54,IR00A101,IR54
IR17492-18-10-2-2-2_IR13384-68-2-3-3-3-3,IR17492-18-10-2-2-2,IR13384-68-2-3-3-3-3
IR5533-13-1-1_IR17494-32-3-1-1-3,IR5533-13-1-1,IR17494-32-3-1-1-3
IR19226-355-1-2-36_IR520-1-26,IR19226-355-1-2-36,IR520-1-26
IR9669-PP836-1_IR1905-81-3-1,IR9669-PP836-1,IR1905-81-3-1
BASMATI370_IR25873-1-3-2-3,BASMATI370,IR25873-1-3-2-3
CR1002_IR5533-PP854-1,CR1002,IR5533-PP854-1
ADT30_IR22099-2-3,ADT30,IR22099-2-3
IR1888-156_IR2061-213-2,IR1888-156,IR2061-213-2
IR21841-81-3-3-2_IR28154-101-3-2,IR21841-81-3-3-2,IR28154-101-3-2
IR28222-9-2-2-2-2_IR31868-64-2-3-3-3,IR28222-9-2-2-2-2,IR31868-64-2-3-3-3
IR28154-101-3-2_IR26702-25-1,IR28154-101-3-2,IR26702-25-1
IR13427-45-3-1-2-2-2_IR64,IR13427-45-3-1-2-2-2,IR64
IR13427-45-3-1-2-2-2_IR31868-64-2-3-3-3,IR13427-45-3-1-2-2-2,IR31868-64-2-3-3-3
IR37721-9-2-1-3_IR32720-138-2-1-1-2,IR37721-9-2-1-3,IR32720-138-2-1-1-2
IR32809-10-3-3-1_IR70,IR32809-10-3-3-1,IR70
S1-5-78-6-2_IR74,S1-5-78-6-2,IR74
IR747-B2-6_KN1B361-1-8-6,IR747-B2-6,KN1B361-1-8-6
LMN111MUT_IR65,LMN111MUT,IR65
IR46008-411-2-1_IR46010-172-6-4-2-1,IR46008-411-2-1,IR46010-172-6-4-2-1
IR66160-143-6-5-3_IR66750-6-2-1,IR66160-143-6-5-3,IR66750-6-2-1
IR3264-13_IR1702-74-3,IR3264-13,IR1702-74-3
73-1095_IR1632-93-2-2,73-1095,IR1632-93-2-2
ADT4_IR36,ADT4,IR36
IR30_IR2588-48-3,IR30,IR2588-48-3
IR2071-559-2-4-6_IR1820-52-2-4-1,IR2071-559-2-4-6,IR1820-52-2-4-1
IR4547-4-1-2_IR1905-81-3-1,IR4547-4-1-2,IR1905-81-3-1
TOX1780-2-1-1P-4_COL1XM312A-74-2-8-8,TOX1780-2-1-1P-4,COL1XM312A-74-2-8-8
P901-22-7-2-3-2-1B_P914-43-8-3-5-2-1B,P901-22-7-2-3-2-1B,P914-43-8-3-5-2-1B
PANDANGELAP_MAHSURI(PONNI),PANDANGELAP,MAHSURI(PONNI)
IRAT13_DOURADO689,IRAT13,DOURADO689
IR3403-267_PTB33,IR3403-267,PTB33
SIGADIS_TAICHUNGNATIVE1,SIGADIS,TAICHUNGNATIVE1
RATHUHEENATI_IR3403-267-1,RATHUHEENATI,IR3403-267-1
IR24_W1543,IR24,W1543
IR2055-462-3-2-3_IR520-1-26,IR2055-462-3-2-3,IR520-1-26
IR1416-131-5_IR22,IR1416-131-5,IR22
BASMATI370_IR4570-124-3-2-2-2,BASMATI370,IR4570-124-3-2-2-2
RP825-71-4-11_CR113-32,RP825-71-4-11,CR113-32
IR17491-5-4-3-3_IR2415-90-4-3-2,IR17491-5-4-3-3,IR2415-90-4-3-2
BR51-282-8_IR30864,BR51-282-8,IR30864
CR149-3244-198_IR17494-32-2-2-1-3-3,CR149-3244-198,IR17494-32-2-2-1-3-3
IR15429-268-1-2-1_IR4547-16-1-7,IR15429-268-1-2-1,IR4547-16-1-7
IR19226-355-1-1-30_IR27205-87-2,IR19226-355-1-1-30,IR27205-87-2
PETA_DEEGEOWOOGEN,PETA,DEEGEOWOOGEN
IR19660-73-4_IR54,IR19660-73-4,IR54
IR8_PANKHARI203(ACC5999),IR8,PANKHARI203(ACC5999)
OBS677_IR50,OBS677,IR50
RADINGOI_RIA,RADINGOI,RIA
JINHEUNG(SUWON158)_IR262-43-8-11,JINHEUNG(SUWON158),IR262-43-8-11
BG280-1_IR36,BG280-1,IR36
IR1416-128-5_IR1364-37-3-1,IR1416-128-5,IR1364-37-3-1
IR8_B505A1-28-7-1-2,IR8,B505A1-28-7-1-2
62667_VANDANA,62667,VANDANA
250-2-2_MAGNOLIA,250-2-2,MAGNOLIA
62667_VANDANA__IR60080-46A_CT6510-24-1-2,62667_VANDANA,IR60080-46A_CT6510-24-1-2
B5580A1-15_SIGADIS,B5580A1-15,SIGADIS
B6616A4-22-BK-5-4_IR659-10-8-3,B6616A4-22-BK-5-4,IR659-10-8-3
