S.No.,Year,Season,Treatment,Design,Study_Name,Plot_No,Rep,Entry_No,Block,Entry-Check,YKGH,Row,Col
15962,2017,DS,Stress,Alpha-Lattice,L17DS-14,121,2,83,1,Entry,1385,1,25
16201,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,66,1,83,14,Entry,4902.69,3,18
16202,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,121,2,83,1,Entry,5346.31,1,25
16519,2017,WS,Non-Stress,Alpha-Lattice,L17WS-12,30,1,122,6,Entry,3831.97,2,2
16520,2017,WS,Non-Stress,Alpha-Lattice,L17WS-12,146,2,122,2,Entry,5547.54,1,34
16821,2017,WS,Stress,Alpha-Lattice,L17WS-14B,40,1,41,8,Entry,500.09,4,7
16822,2017,WS,Stress,Alpha-Lattice,L17WS-14B,73,2,41,4,Entry,535.71,2,18
15965,2017,DS,Stress,Alpha-Lattice,L17DS-14,48,1,85,10,Entry,1071,2,24
15966,2017,DS,Stress,Alpha-Lattice,L17DS-14,193,2,85,15,Entry,922.8,4,25
16205,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,48,1,85,10,Entry,6001.75,2,24
16206,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,193,2,85,15,Entry,7282.97,4,25
16521,2017,WS,Non-Stress,Alpha-Lattice,L17WS-12,51,1,123,11,Entry,3537.85,2,23
16522,2017,WS,Non-Stress,Alpha-Lattice,L17WS-12,277,2,123,28,Entry,4597.45,5,53
16679,2017,WS,Stress,Alpha-Lattice,L17WS-14A,79,1,62,20,Entry,145.83,4,10
16680,2017,WS,Stress,Alpha-Lattice,L17WS-14A,160,2,62,17,Entry,753.57,3,45
15925,2017,DS,Stress,Alpha-Lattice,L17DS-14,79,1,65,16,Entry,1948,4,7
15926,2017,DS,Stress,Alpha-Lattice,L17DS-14,145,2,65,5,Entry,960,2,25
16165,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,79,1,65,16,Entry,6008.85,4,7
16166,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,145,2,65,5,Entry,5478.8,2,25
15927,2017,DS,Stress,Alpha-Lattice,L17DS-14,107,1,66,22,Entry,2364,5,11
15928,2017,DS,Stress,Alpha-Lattice,L17DS-14,149,2,66,6,Entry,3871.6,2,29
16167,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,107,1,66,22,Entry,5497.65,5,11
16168,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,149,2,66,6,Entry,5988.14,2,29
16503,2017,WS,Non-Stress,Alpha-Lattice,L17WS-12,123,1,114,25,Entry,3228.13,5,11
16504,2017,WS,Non-Stress,Alpha-Lattice,L17WS-12,237,2,114,20,Entry,3642.9,4,41
16717,2017,WS,Stress,Alpha-Lattice,L17WS-14A,74,1,81,19,Entry,1138.46,4,5
16718,2017,WS,Stress,Alpha-Lattice,L17WS-14A,183,2,81,23,Entry,396.43,4,45
15951,2017,DS,Stress,Alpha-Lattice,L17DS-14,46,1,78,10,Entry,1860,2,22
15952,2017,DS,Stress,Alpha-Lattice,L17DS-14,138,2,78,4,Entry,1778,1,42
16191,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,46,1,78,10,Entry,5536.41,2,22
16192,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,138,2,78,4,Entry,5663.93,1,42
16511,2017,WS,Non-Stress,Alpha-Lattice,L17WS-12,80,1,118,16,Entry,4329.44,3,24
16512,2017,WS,Non-Stress,Alpha-Lattice,L17WS-12,151,2,118,3,Entry,3775.08,1,39
16677,2017,WS,Stress,Alpha-Lattice,L17WS-14A,11,1,61,3,Entry,651.79,1,11
16678,2017,WS,Stress,Alpha-Lattice,L17WS-14A,159,2,61,17,Entry,248.08,3,44
17127,2018,DS,Non-Stress,Alpha-Lattice,L18DS-12,7,1,139,1,Entry,7333.33,1,7
17128,2018,DS,Non-Stress,Alpha-Lattice,L18DS-12,268,2,139,17,Entry,4422.5,6,26
17435,2018,DS,Stress,Alpha-Lattice,L18DS-14,7,1,139,7,Entry,1511.7,1,7
17436,2018,DS,Stress,Alpha-Lattice,L18DS-14,268,2,139,4,Entry,2604,6,26
15873,2017,DS,Stress,Alpha-Lattice,L17DS-14,27,1,39,6,Entry,1405,2,3
15874,2017,DS,Stress,Alpha-Lattice,L17DS-14,180,2,39,12,Entry,865,3,36
16113,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,27,1,39,6,Entry,5457.47,2,3
16114,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,180,2,39,12,Entry,4892.3,3,36
15975,2017,DS,Stress,Alpha-Lattice,L17DS-14,70,1,90,14,Entry,1161,3,22
15976,2017,DS,Stress,Alpha-Lattice,L17DS-14,224,2,90,21,Entry,1813.5,5,32
16215,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,70,1,90,14,Entry,5151.82,3,22
16216,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,224,2,90,21,Entry,5867.55,5,32
15869,2017,DS,Stress,Alpha-Lattice,L17DS-14,82,1,37,17,Entry,1603,4,10
15870,2017,DS,Stress,Alpha-Lattice,L17DS-14,171,2,37,11,Entry,2099,3,27
16109,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,82,1,37,17,Entry,4931.77,4,10
16110,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,171,2,37,11,Entry,5373.11,3,27
15995,2017,DS,Stress,Alpha-Lattice,L17DS-14,43,1,100,9,Entry,1031.3,2,19
15996,2017,DS,Stress,Alpha-Lattice,L17DS-14,208,2,100,18,Entry,1304,4,40
16235,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,43,1,100,9,Entry,5414.12,2,19
16236,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,208,2,100,18,Entry,7341.86,4,40
15931,2017,DS,Stress,Alpha-Lattice,L17DS-14,71,1,68,15,Entry,1714,3,23
15932,2017,DS,Stress,Alpha-Lattice,L17DS-14,202,2,68,17,Entry,1288.5,4,34
16171,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,71,1,68,15,Entry,5247.62,3,23
16172,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,202,2,68,17,Entry,6368.56,4,34
16505,2017,WS,Non-Stress,Alpha-Lattice,L17WS-12,72,1,115,15,Entry,4448.7,3,16
16506,2017,WS,Non-Stress,Alpha-Lattice,L17WS-12,194,2,115,11,Entry,4590.92,2,54
16825,2017,WS,Stress,Alpha-Lattice,L17WS-14B,50,1,43,10,Entry,536.7,5,6
16826,2017,WS,Stress,Alpha-Lattice,L17WS-14B,59,2,43,1,Entry,569.91,1,15
15901,2017,DS,Stress,Alpha-Lattice,L17DS-14,18,1,53,4,Entry,2694,1,18
15902,2017,DS,Stress,Alpha-Lattice,L17DS-14,160,2,53,8,Entry,2378,2,40
16141,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,18,1,53,4,Entry,5396.93,1,18
16142,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,160,2,53,8,Entry,6131.17,2,40
16007,2017,DS,Stress,Alpha-Lattice,L17DS-14,87,1,106,18,Entry,1551,4,15
16008,2017,DS,Stress,Alpha-Lattice,L17DS-14,218,2,106,20,Entry,1766.7,5,26
16247,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,87,1,106,18,Entry,5666.33,4,15
16248,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,218,2,106,20,Entry,6331.4,5,26
15883,2017,DS,Stress,Alpha-Lattice,L17DS-14,111,1,44,23,Entry,2116,5,15
15884,2017,DS,Stress,Alpha-Lattice,L17DS-14,210,2,44,18,Entry,1916.7,4,42
16123,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,111,1,44,23,Entry,5748.9,5,15
16124,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,210,2,44,18,Entry,6220.93,4,42
16493,2017,WS,Non-Stress,Alpha-Lattice,L17WS-12,53,1,109,11,Entry,7072.43,2,25
16494,2017,WS,Non-Stress,Alpha-Lattice,L17WS-12,163,2,109,5,Entry,3415.62,1,51
16721,2017,WS,Stress,Alpha-Lattice,L17WS-14A,31,1,83,8,Entry,1010.71,2,8
16722,2017,WS,Stress,Alpha-Lattice,L17WS-14A,108,2,83,4,Entry,857.14,1,39
17119,2018,DS,Non-Stress,Alpha-Lattice,L18DS-12,125,1,135,18,Entry,5587.64,6,15
17120,2018,DS,Non-Stress,Alpha-Lattice,L18DS-12,172,2,135,3,Entry,4904.3,1,40
17427,2018,DS,Stress,Alpha-Lattice,L18DS-14,125,1,135,15,Entry,2431.8,6,15
17428,2018,DS,Stress,Alpha-Lattice,L18DS-14,172,2,135,18,Entry,2791.9,1,40
15877,2017,DS,Stress,Alpha-Lattice,L17DS-14,69,1,41,14,Entry,2464,3,21
15878,2017,DS,Stress,Alpha-Lattice,L17DS-14,153,2,41,7,Entry,2099,2,33
16117,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,69,1,41,14,Entry,5211.96,3,21
16118,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,153,2,41,7,Entry,6081.81,2,33
15949,2017,DS,Stress,Alpha-Lattice,L17DS-14,100,1,77,20,Entry,385,5,4
15950,2017,DS,Stress,Alpha-Lattice,L17DS-14,135,2,77,3,Entry,794.6,1,39
16189,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,100,1,77,20,Entry,6116.86,5,4
16190,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,135,2,77,3,Entry,5685.63,1,39
15909,2017,DS,Stress,Alpha-Lattice,L17DS-14,86,1,57,18,Entry,1769.8,4,14
15910,2017,DS,Stress,Alpha-Lattice,L17DS-14,140,2,57,4,Entry,1618,1,44
16149,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,86,1,57,18,Entry,4897.13,4,14
16150,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,140,2,57,4,Entry,5462.28,1,44
15923,2017,DS,Stress,Alpha-Lattice,L17DS-14,31,1,64,7,Entry,2144,2,7
15924,2017,DS,Stress,Alpha-Lattice,L17DS-14,219,2,64,20,Entry,1888,5,27
16163,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,31,1,64,7,Entry,5846.24,2,7
16164,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,219,2,64,20,Entry,5766.77,5,27
15907,2017,DS,Stress,Alpha-Lattice,L17DS-14,12,1,56,3,Entry,2316,1,12
15908,2017,DS,Stress,Alpha-Lattice,L17DS-14,183,2,56,13,Entry,1659,3,39
16147,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,12,1,56,3,Entry,6531.66,1,12
16148,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,183,2,56,13,Entry,6876.16,3,39
16001,2017,DS,Stress,Alpha-Lattice,L17DS-14,44,1,103,9,Entry,1715,2,20
16002,2017,DS,Stress,Alpha-Lattice,L17DS-14,226,2,103,22,Entry,1319,5,34
16241,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,44,1,103,9,Entry,5810.04,2,20
16242,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,226,2,103,22,Entry,5687.23,5,34
16533,2017,WS,Non-Stress,Alpha-Lattice,L17WS-12,47,1,129,10,Entry,3185.84,2,19
16534,2017,WS,Non-Stress,Alpha-Lattice,L17WS-12,217,2,129,16,Entry,4511.25,3,49
16675,2017,WS,Stress,Alpha-Lattice,L17WS-14A,35,1,60,9,Entry,1275,2,12
16676,2017,WS,Stress,Alpha-Lattice,L17WS-14A,132,2,60,10,Entry,285.71,2,40
17139,2018,DS,Non-Stress,Alpha-Lattice,L18DS-12,75,1,145,11,Entry,4791.56,4,9
17140,2018,DS,Non-Stress,Alpha-Lattice,L18DS-12,168,2,145,2,Entry,6636.28,1,36
17447,2018,DS,Stress,Alpha-Lattice,L18DS-14,75,1,145,9,Entry,2281.4,4,9
17448,2018,DS,Stress,Alpha-Lattice,L18DS-14,168,2,145,14,Entry,2950,1,36
15861,2017,DS,Stress,Alpha-Lattice,L17DS-14,28,1,33,6,Entry,1737,2,4
15862,2017,DS,Stress,Alpha-Lattice,L17DS-14,240,2,33,24,Entry,1368,5,48
16101,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,28,1,33,6,Entry,5573.53,2,4
16102,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,240,2,33,24,Entry,6380.74,5,48
15887,2017,DS,Stress,Alpha-Lattice,L17DS-14,8,1,46,2,Entry,1069,1,8
15888,2017,DS,Stress,Alpha-Lattice,L17DS-14,174,2,46,11,Entry,949,3,30
16127,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,8,1,46,2,Entry,5370.53,1,8
16128,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,174,2,46,11,Entry,5453.99,3,30
15993,2017,DS,Stress,Alpha-Lattice,L17DS-14,97,1,99,20,Entry,870,5,1
15994,2017,DS,Stress,Alpha-Lattice,L17DS-14,214,2,99,19,Entry,1974,4,46
16233,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,97,1,99,20,Entry,5358.24,5,1
16234,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,214,2,99,19,Entry,5722.23,4,46
15933,2017,DS,Stress,Alpha-Lattice,L17DS-14,75,1,69,15,Entry,2221.7,4,3
15934,2017,DS,Stress,Alpha-Lattice,L17DS-14,190,2,69,14,Entry,752,3,46
16173,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,75,1,69,15,Entry,5782.71,4,3
16174,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,190,2,69,14,Entry,6672.65,3,46
16013,2017,DS,Stress,Alpha-Lattice,L17DS-14,92,1,109,19,Entry,1986,4,20
16014,2017,DS,Stress,Alpha-Lattice,L17DS-14,151,2,109,7,Entry,2129,2,31
16253,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,92,1,109,19,Entry,5528.39,4,20
16254,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,151,2,109,7,Entry,5625.88,2,31
15891,2017,DS,Stress,Alpha-Lattice,L17DS-14,16,1,48,4,Entry,1337,1,16
15892,2017,DS,Stress,Alpha-Lattice,L17DS-14,217,2,48,20,Entry,964,5,25
16131,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,16,1,48,4,Entry,5286.67,1,16
16132,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,217,2,48,20,Entry,6079.59,5,25
15875,2017,DS,Stress,Alpha-Lattice,L17DS-14,42,1,40,9,Entry,593,2,18
15876,2017,DS,Stress,Alpha-Lattice,L17DS-14,170,2,40,10,Entry,1104.3,3,26
16115,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,42,1,40,9,Entry,4705.46,2,18
16116,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,170,2,40,10,Entry,5730.86,3,26
16491,2017,WS,Non-Stress,Alpha-Lattice,L17WS-12,36,1,108,8,Entry,3124.14,2,8
16492,2017,WS,Non-Stress,Alpha-Lattice,L17WS-12,152,2,108,3,Entry,4287.12,1,40
16819,2017,WS,Stress,Alpha-Lattice,L17WS-14B,14,1,40,3,Entry,515.98,2,3
16820,2017,WS,Stress,Alpha-Lattice,L17WS-14B,58,2,40,1,Entry,761.11,1,14
17117,2018,DS,Non-Stress,Alpha-Lattice,L18DS-12,117,1,134,17,Entry,4952.97,6,7
17118,2018,DS,Non-Stress,Alpha-Lattice,L18DS-12,220,2,134,10,Entry,6687.05,3,44
17425,2018,DS,Stress,Alpha-Lattice,L18DS-14,117,1,134,7,Entry,2032,6,7
17426,2018,DS,Stress,Alpha-Lattice,L18DS-14,220,2,134,22,Entry,NA,3,44
15945,2017,DS,Stress,Alpha-Lattice,L17DS-14,9,1,75,2,Entry,1701,1,9
15946,2017,DS,Stress,Alpha-Lattice,L17DS-14,233,2,75,23,Entry,1253.3,5,41
16185,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,9,1,75,2,Entry,6969.03,1,9
16186,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,233,2,75,23,Entry,6101.85,5,41
16509,2017,WS,Non-Stress,Alpha-Lattice,L17WS-12,37,1,117,8,Entry,3327.07,2,9
16510,2017,WS,Non-Stress,Alpha-Lattice,L17WS-12,220,2,117,16,Entry,4367.01,3,52
16663,2017,WS,Stress,Alpha-Lattice,L17WS-14A,13,1,54,4,Entry,780.36,1,13
16664,2017,WS,Stress,Alpha-Lattice,L17WS-14A,180,2,54,22,Entry,698.08,4,42
15997,2017,DS,Stress,Alpha-Lattice,L17DS-14,41,1,101,9,Entry,879,2,17
15998,2017,DS,Stress,Alpha-Lattice,L17DS-14,213,2,101,19,Entry,1579.2,4,45
16237,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,41,1,101,9,Entry,4575,2,17
16238,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,213,2,101,19,Entry,3808.58,4,45
15937,2017,DS,Stress,Alpha-Lattice,L17DS-14,52,1,71,11,Entry,1349,3,4
15938,2017,DS,Stress,Alpha-Lattice,L17DS-14,152,2,71,7,Entry,1604,2,32
16177,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,52,1,71,11,Entry,5107.5,3,4
16178,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,152,2,71,7,Entry,5820.52,2,32
15879,2017,DS,Stress,Alpha-Lattice,L17DS-14,53,1,42,11,Entry,2352,3,5
15880,2017,DS,Stress,Alpha-Lattice,L17DS-14,159,2,42,8,Entry,2103,2,39
16119,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,53,1,42,11,Entry,4788.01,3,5
16120,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,159,2,42,8,Entry,5266.92,2,39
15867,2017,DS,Stress,Alpha-Lattice,L17DS-14,51,1,36,11,Entry,1810,3,3
15868,2017,DS,Stress,Alpha-Lattice,L17DS-14,167,2,36,10,Entry,2048,2,47
16107,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,51,1,36,11,Entry,5749.18,3,3
16108,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,167,2,36,10,Entry,5075.89,2,47
15977,2017,DS,Stress,Alpha-Lattice,L17DS-14,73,1,91,15,Entry,1188.5,4,1
15978,2017,DS,Stress,Alpha-Lattice,L17DS-14,220,2,91,20,Entry,945.7,5,28
16217,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,73,1,91,15,Entry,5981.65,4,1
16218,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,220,2,91,20,Entry,6634.81,5,28
15913,2017,DS,Stress,Alpha-Lattice,L17DS-14,50,1,59,10,Entry,1310,3,2
15914,2017,DS,Stress,Alpha-Lattice,L17DS-14,238,2,59,24,Entry,1404,5,46
16153,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,50,1,59,10,Entry,4581.23,3,2
16154,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,238,2,59,24,Entry,5414.02,5,46
15941,2017,DS,Stress,Alpha-Lattice,L17DS-14,4,1,73,1,Entry,2012.5,1,4
15942,2017,DS,Stress,Alpha-Lattice,L17DS-14,157,2,73,8,Entry,1847,2,37
16181,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,4,1,73,1,Entry,6250.4,1,4
16182,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,157,2,73,8,Entry,6031.13,2,37
16507,2017,WS,Non-Stress,Alpha-Lattice,L17WS-12,26,1,116,6,Entry,4517.19,1,26
16508,2017,WS,Non-Stress,Alpha-Lattice,L17WS-12,178,2,116,8,Entry,4454.03,2,38
16661,2017,WS,Stress,Alpha-Lattice,L17WS-14A,28,1,53,7,Entry,886.36,2,5
16662,2017,WS,Stress,Alpha-Lattice,L17WS-14A,176,2,53,21,Entry,482.14,4,38
15863,2017,DS,Stress,Alpha-Lattice,L17DS-14,6,1,34,2,Entry,1193.8,1,6
15864,2017,DS,Stress,Alpha-Lattice,L17DS-14,146,2,34,6,Entry,750,2,26
16103,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,6,1,34,2,Entry,5647.98,1,6
16104,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,146,2,34,6,Entry,5289.12,2,26
15859,2017,DS,Stress,Alpha-Lattice,L17DS-14,108,1,32,22,Entry,1748,5,12
15860,2017,DS,Stress,Alpha-Lattice,L17DS-14,201,2,32,17,Entry,2472,4,33
16099,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,108,1,32,22,Entry,5389.59,5,12
16100,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,201,2,32,17,Entry,6090.09,4,33
16487,2017,WS,Non-Stress,Alpha-Lattice,L17WS-12,121,1,106,25,Entry,5334.99,5,9
16488,2017,WS,Non-Stress,Alpha-Lattice,L17WS-12,211,2,106,15,Entry,5314.71,3,43
16719,2017,WS,Stress,Alpha-Lattice,L17WS-14A,70,1,82,18,Entry,1805.36,4,1
16720,2017,WS,Stress,Alpha-Lattice,L17WS-14A,102,2,82,3,Entry,1946.15,1,33
17115,2018,DS,Non-Stress,Alpha-Lattice,L18DS-12,59,1,133,9,Entry,6709.91,3,15
17116,2018,DS,Non-Stress,Alpha-Lattice,L18DS-12,222,2,133,10,Entry,5983.27,4,24
17423,2018,DS,Stress,Alpha-Lattice,L18DS-14,59,1,133,15,Entry,2669.8,3,15
17424,2018,DS,Stress,Alpha-Lattice,L18DS-14,222,2,133,2,Entry,3520.4,4,24
15979,2017,DS,Stress,Alpha-Lattice,L17DS-14,72,1,92,15,Entry,943,3,24
15980,2017,DS,Stress,Alpha-Lattice,L17DS-14,133,2,92,3,Entry,1878,1,37
16219,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,72,1,92,15,Entry,4500.35,3,24
16220,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,133,2,92,3,Entry,5021.2,1,37
15981,2017,DS,Stress,Alpha-Lattice,L17DS-14,30,1,93,6,Entry,1694,2,6
15982,2017,DS,Stress,Alpha-Lattice,L17DS-14,176,2,93,12,Entry,1209.4,3,32
16221,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,30,1,93,6,Entry,5990.52,2,6
16222,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,176,2,93,12,Entry,5964.97,3,32
16527,2017,WS,Non-Stress,Alpha-Lattice,L17WS-12,35,1,126,7,Entry,6189.26,2,7
16528,2017,WS,Non-Stress,Alpha-Lattice,L17WS-12,261,2,126,25,Entry,2204.44,5,37
16671,2017,WS,Stress,Alpha-Lattice,L17WS-14A,65,1,58,17,Entry,1153.57,3,19
16672,2017,WS,Stress,Alpha-Lattice,L17WS-14A,125,2,58,9,Entry,316.67,2,33
15943,2017,DS,Stress,Alpha-Lattice,L17DS-14,24,1,74,5,Entry,1637.5,1,24
15944,2017,DS,Stress,Alpha-Lattice,L17DS-14,166,2,74,10,Entry,1583,2,46
16183,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,24,1,74,5,Entry,5143.51,1,24
16184,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,166,2,74,10,Entry,5239.75,2,46
15911,2017,DS,Stress,Alpha-Lattice,L17DS-14,7,1,58,2,Entry,1444,1,7
15912,2017,DS,Stress,Alpha-Lattice,L17DS-14,155,2,58,7,Entry,1879.2,2,35
16151,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,7,1,58,2,Entry,5564.04,1,7
16152,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,155,2,58,7,Entry,5186.05,2,35
15895,2017,DS,Stress,Alpha-Lattice,L17DS-14,63,1,50,13,Entry,1857,3,15
15896,2017,DS,Stress,Alpha-Lattice,L17DS-14,215,2,50,19,Entry,1113,4,47
16135,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,63,1,50,13,Entry,4852.43,3,15
16136,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,215,2,50,19,Entry,6543.77,4,47
16497,2017,WS,Non-Stress,Alpha-Lattice,L17WS-12,59,1,111,12,Entry,5445.62,3,3
16498,2017,WS,Non-Stress,Alpha-Lattice,L17WS-12,257,2,111,24,Entry,4782.54,5,33
16689,2017,WS,Stress,Alpha-Lattice,L17WS-14A,26,1,67,7,Entry,1096.43,2,3
16690,2017,WS,Stress,Alpha-Lattice,L17WS-14A,115,2,67,6,Entry,1026.79,1,46
17123,2018,DS,Non-Stress,Alpha-Lattice,L18DS-12,70,1,137,10,Entry,6444.94,4,4
17124,2018,DS,Non-Stress,Alpha-Lattice,L18DS-12,247,2,137,14,Entry,6853.97,5,27
17431,2018,DS,Stress,Alpha-Lattice,L18DS-14,70,1,137,4,Entry,2504.1,4,4
17432,2018,DS,Stress,Alpha-Lattice,L18DS-14,247,2,137,5,Entry,2659.3,5,27
15865,2017,DS,Stress,Alpha-Lattice,L17DS-14,62,1,35,13,Entry,1228.1,3,14
15866,2017,DS,Stress,Alpha-Lattice,L17DS-14,225,2,35,21,Entry,1439,5,33
16105,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,62,1,35,13,Entry,5174.26,3,14
16106,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,225,2,35,21,Entry,6120.67,5,33
15921,2017,DS,Stress,Alpha-Lattice,L17DS-14,90,1,63,18,Entry,539,4,18
15922,2017,DS,Stress,Alpha-Lattice,L17DS-14,239,2,63,24,Entry,1115.6,5,47
16161,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,90,1,63,18,Entry,4486.77,4,18
16162,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,239,2,63,24,Entry,5177.83,5,47
16009,2017,DS,Stress,Alpha-Lattice,L17DS-14,17,1,107,4,Entry,1210,1,17
16010,2017,DS,Stress,Alpha-Lattice,L17DS-14,195,2,107,15,Entry,1059,4,27
16249,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,17,1,107,4,Entry,6470.21,1,17
16250,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,195,2,107,15,Entry,7569.42,4,27
15903,2017,DS,Stress,Alpha-Lattice,L17DS-14,104,1,54,21,Entry,1013.5,5,8
15904,2017,DS,Stress,Alpha-Lattice,L17DS-14,196,2,54,16,Entry,1792.7,4,28
16143,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,104,1,54,21,Entry,5593.53,5,8
16144,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,196,2,54,16,Entry,6909.63,4,28
16499,2017,WS,Non-Stress,Alpha-Lattice,L17WS-12,43,1,112,9,Entry,5299.47,2,15
16500,2017,WS,Non-Stress,Alpha-Lattice,L17WS-12,265,2,112,25,Entry,4126.02,5,41
16715,2017,WS,Stress,Alpha-Lattice,L17WS-14A,19,1,80,5,Entry,880.36,1,19
16716,2017,WS,Stress,Alpha-Lattice,L17WS-14A,137,2,80,12,Entry,717.86,2,45
17125,2018,DS,Non-Stress,Alpha-Lattice,L18DS-12,3,1,138,1,Entry,7197.22,1,3
17126,2018,DS,Non-Stress,Alpha-Lattice,L18DS-12,204,2,138,8,Entry,4434.91,3,28
17433,2018,DS,Stress,Alpha-Lattice,L18DS-14,3,1,138,3,Entry,1640.1,1,3
17434,2018,DS,Stress,Alpha-Lattice,L18DS-14,204,2,138,6,Entry,1861.3,3,28
15915,2017,DS,Stress,Alpha-Lattice,L17DS-14,78,1,60,16,Entry,1519,4,6
15916,2017,DS,Stress,Alpha-Lattice,L17DS-14,127,2,60,2,Entry,1977.1,1,31
16155,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,78,1,60,16,Entry,5786.49,4,6
16156,2017,DS,Non-Stress,Alpha-Lattice,L17DS-12,127,2,60,2,Entry,5826.48,1,31
15963,2017,DS,Stress,Alpha-Lattice,L17DS-14,25,1,84,5,Entry,1565,2,1
